,title,author
3405,The Sailor Who Fell from Grace with the Sea,Yukio Mishima
3406,Peeps,Scott Westerfeld 
3407,The Ugly Truth,Jeff Kinney 
3408,Magician: Apprentice,Raymond E. Feist
3409,Obsession,Jennifer L. Armentrout 
3410,The Information,Martin Amis
3411,The Complete Grimm's Fairy Tales,Jacob Grimm
3412,First They Killed My Father: A Daughter of Cambodia Remembers,Loung Ung
3414,The Caves of Steel,Isaac Asimov
3415,A Dangerous Path,Erin Hunter
3416,Son,Lois Lowry 
3417,Stolen,Kelley Armstrong 
3418,Halt's Peril,John Flanagan
3419,Ellen Foster,Kaye Gibbons
3420,The Moon and Sixpence,W. Somerset Maugham
3421,The Windup Girl,Paolo Bacigalupi 
3423,Mine,Katy Evans 
3424,Stiff: The Curious Lives of Human Cadavers,Mary Roach 
3425,"Twilight: The Graphic Novel, Vol. 1",Young Kim (Art/Adaptation)
3427,The Demolished Man,Alfred Bester
3428,The Signature of All Things,Elizabeth Gilbert 
3430,My Grandmother Asked Me to Tell You She's Sorry,Fredrik Backman 
3431,But What If We're Wrong? Thinking About the Present As If It Were the Past,Chuck Klosterman
3432,The Fifth Mountain,Paulo Coelho 
3433,The Miseducation of Cameron Post,Emily M. Danforth 
3434,Season of Migration to the North,Tayeb Salih
3435,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,Richard Dawkins 
3436,Uncommon Criminals,Ally Carter 
3437,The Girl Who Could Fly,Victoria Forester
3438,Giants in the Earth,O.E. Rølvaag
3439,When Christ and His Saints Slept,Sharon Kay Penman 
3440,Succubus Revealed,Richelle Mead 
3441,Panic,Lauren Oliver 
3442,Père Goriot,Honoré de Balzac
3444,Pulp,Charles Bukowski
3445,A Painted House,John Grisham 
3446,The Gray Wolf Throne,Cinda Williams Chima 
3447,This Book Is Not Good for You,Pseudonymous Bosch 
3448,Friday Night Bites,Chloe Neill 
3449,The House of the Seven Gables,Nathaniel Hawthorne
3450,Influence: The Psychology of Persuasion,Robert B. Cialdini 
3451,The Human Stain,Philip Roth
3452,A Beautiful Wedding,Jamie McGuire 
3453,The Stepford Wives,Ira Levin
3454,The Sisters Brothers,Patrick deWitt
3455,To a God Unknown,John Steinbeck
3456,Black Lies,Alessandra Torre 
3457,Push,Sapphire
3458,The Dragonet Prophecy,Tui T. Sutherland
3459,The Black Dahlia,James Ellroy
3460,The Chocolate War,Robert Cormier
3461,War with the Newts,Karel Čapek
3462,Skyward,Brandon Sanderson 
3463,Kiss of Snow,Nalini Singh 
3464,The Enemy,Charlie Higson
3465,Three Kingdoms,Luo Guanzhong
3466,Sh*t My Dad Says,Justin Halpern
3467,Half Magic,Edward Eager
3468,New York,Edward Rutherfurd 
3469,The New Oxford Annotated Bible: New Revised Standard Version,Anonymous
3470,Jealousy,Lili St. Crow
3471,Delta of Venus,Anaïs Nin
3472,Assuming Names: A Con Artist's Masquerade,Tanya Thompson
3473,Mrs. Piggle-Wiggle,Betty MacDonald
3474,Just the Sexiest Man Alive,Julie James 
3475,Almost Heaven,Judith McNaught
3476,Antony and Cleopatra,William Shakespeare
3478,I Am Watching You,Teresa Driscoll 
3479,The Sot-Weed Factor,John Barth
3480,Until I Die,Amy Plum 
3481,The Complete Poetry and Prose,William Blake
3482,"Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed",Lori Gottlieb 
3483,Little Big Man,Thomas Berger
3484,Half Broke Horses,Jeannette Walls
3485,The Yellow Wall-Paper,Charlotte Perkins Gilman
3486,Seventh Son,Orson Scott Card
3487,The Canterville Ghost,Oscar Wilde
3488,The Total Money Makeover: A Proven Plan for Financial Fitness,Dave Ramsey
3489,Twenty Boy Summer,Sarah Ockler 
3490,Until I Find You,John Irving 
3491,Stone Butch Blues,Leslie Feinberg
3492,The Painted Veil,W. Somerset Maugham
3494,Turn Coat,Jim Butcher 
3495,Inescapable,Amy A. Bartol 
3496,Crossroads,Mary Ting 
3497,Defiance,Lili St. Crow
3498,This Is How You Lose Her,Junot Díaz
3499,The Path of Daggers,Robert Jordan
3500,Seduction and Snacks,Tara Sivec 
3501,Fated,Alyson Noel 
3502,The Ring of Solomon,Jonathan Stroud 
3503,Sloppy Firsts,Megan McCafferty 
3504,Girl Online,Zoe Sugg
3505,The Sands of Time,Sidney Sheldon
3506,The Girl of Fire and Thorns,Rae Carson
3507,Second Grave on the Left,Darynda Jones 
3509,Thin Air,Lisa Gray 
3510,Fire of the Covenant: The Story of the Willie and Martin Handcart Companies,Gerald N. Lund 
3511,The Fionavar Tapestry,Guy Gavriel Kay 
3512,The Anubis Gates,Tim Powers
3513,Niccolò Rising,Dorothy Dunnett
3514,Joyland,Stephen King 
3515,Daimon,Jennifer L. Armentrout 
3516,The Zombie Survival Guide: Complete Protection from the Living Dead,Max Brooks 
3517,A World Without Heroes,Brandon Mull 
3518,Too Loud a Solitude,Bohumil Hrabal
3519,Jamaica Inn,Daphne du Maurier
3521,Sisters Red,Jackson Pearce 
3522,Just for Now,Abbi Glines 
3523,Transcendence,Shay Savage 
3524,Girl in Translation,Jean Kwok 
3525,The King,J.R. Ward 
3526,Nostromo,Joseph Conrad
3527,Passion Unleashed,Larissa Ione 
3528,The A.B.C. Murders,Agatha Christie
3529,Goddess of Spring,P.C. Cast 
3530,The Belgariad Boxed Set: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit / Castle of Wizardry / Enchanters' End Game,David Eddings
3531,The Fool's Progress,Edward Abbey
3532,Merrick,Anne Rice
3533,Children of God,Mary Doria Russell 
3534,A Kiss of Shadows,Laurell K. Hamilton 
3535,Haunted,Kelley Armstrong 
3536,Saving Francesca,Melina Marchetta 
3537,Inside Divergent: The Initiate's World,Veronica Roth 
3538,Sole Survivor,Dean Koontz 
3539,The Captive Part II / The Power,L.J. Smith 
3540,Stars Above,Marissa Meyer 
3542,Girlfriend in a Coma,Douglas Coupland 
3543,The Deed of Paksenarrion,Elizabeth Moon
3544,Academ's Fury,Jim Butcher 
3545,The Letters of Vincent van Gogh,Vincent van Gogh
3546,Every Soul a Star,Wendy Mass 
3547,Nimona,Noelle Stevenson
3548,The Gone-Away World,Nick Harkaway 
3549,Immortal Beloved,Cate Tiernan
3550,The Tell-Tale Heart,Edgar Allan Poe
3552,A Caress of Twilight,Laurell K. Hamilton 
3553,George's Marvellous Medicine,Roald Dahl
3554,Dark Desire,Christine Feehan 
3555,Ceaseless,Abbi Glines 
3556,The Silkworm,Robert Galbraith
3557,Mao's Last Dancer,Li Cunxin
3558,The Invention of Morel,Adolfo Bioy Casares
3559,White Night,Jim Butcher 
3560,The Wheel of Time: Boxed Set,Robert Jordan
3561,Fortune's Rocks,Anita Shreve
3562,Rose Madder,Stephen King 
3563,C is for Corpse,Sue Grafton
3564,Inherit the Wind,Jerome Lawrence
3565,Honor's Splendour,Julie Garwood 
3566,The Oath,Frank E. Peretti
3567,White Cat,Holly Black 
3568,The End of Mr. Y,Scarlett Thomas 
3570,The Faraway Tree Stories,Enid Blyton
3571,"Deathless (Leningrad Diptych, #1)",Catherynne M. Valente 
3572,Every Heart a Doorway,Seanan McGuire 
3573,Ash,Malinda Lo 
3574,Love Walked In,Marisa de los Santos 
3575,The Unwanteds,Lisa McMann 
3576,"Harry Potter and the Order of the Phoenix (Harry Potter, #5, Part 1)",J.K. Rowling
3577,The Imitation of Christ,Thomas à Kempis
3579,The Six Wives of Henry VIII,Alison Weir
3580,Vernon God Little,D.B.C. Pierre
3581,After You,Jojo Moyes 
3582,The Indispensable Calvin and Hobbes,Bill Watterson
3583,Beneath a Marble Sky,John Shors 
3584,Carmilla,J. Sheridan Le Fanu
3585,Blood Destiny,Tessa Dawn 
3586,Priestess of the White,Trudi Canavan
3587,Shopaholic Takes Manhattan,Sophie Kinsella 
3588,The Pale Horseman,Bernard Cornwell 
3589,A Quick Bite,Lynsay Sands 
3591,Diary of a Madman and Other Stories,Nikolai Gogol
3593,Black Swan Green,David Mitchell
3598,The Mighty Storm,Samantha Towle 
3600,Enchantment,Orson Scott Card
3601,Alienated,Melissa Landers 
3602,Saving Fish from Drowning,Amy Tan 
3603,Danse Macabre,Laurell K. Hamilton 
3604,Frostbitten,Kelley Armstrong 
3605,Boundless,Cynthia Hand 
3606,Ruin,Rachel Van Dyken 
3607,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle
3608,Rebel of the Sands,Alwyn Hamilton 
3609,"Maximum Ride, Vol. 1",NaRae Lee (adapter/Illustrator)
3611,The Lacuna,Barbara Kingsolver
3612,Moonbreeze,Adrienne Woods 
3613,The Beach House,James Patterson 
3614,The Call of the Wild/White Fang,Jack London
3615,"By the Time You Read This, I'll Be Dead",Julie Anne Peters
3616,Red Harvest,Dashiell Hammett
3617,The Holy Bible: English Standard Version,Anonymous
3618,Hallowed,Cynthia Hand 
3619,Crash,Nicole Williams 
3620,21 Lessons for the 21st Century,Yuval Noah Harari
3622,Mortal Coil,Derek Landy
3623,Perfect,Judith McNaught
3624,Only Forward,Michael Marshall Smith 
3625,Voices from Chernobyl: The Oral History of a Nuclear Disaster,Svetlana Alexievich
3626,One Shot,Lee Child 
3627,Dragon Flight,Jessica Day George 
3628,Fugly,Mimi Jean Pamfiloff 
3629,Blood for Blood,Victoria Selman
3630,Cut,Patricia McCormick
3632,And I Darken,Kiersten White 
3633,The Shadow of the Torturer,Gene Wolfe
3634,Unspoken,Sarah Rees Brennan 
3635,Another Country,James Baldwin
3636,History Is All You Left Me,Adam Silvera 
3637,Primal Fear,William Diehl
3638,Seeker,Arwen Elys Dayton 
3639,Q & A,Vikas Swarup
3640,Ceremony,Leslie Marmon Silko
3641,The Late Mattia Pascal,Luigi Pirandello
3643,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan 
3645,The Man in the Brown Suit,Agatha Christie
3646,Wonderstruck,Brian Selznick
3647,Homecoming,Cynthia Voigt 
3648,Birthmarked,Caragh M. O'Brien 
3649,The Hammer of Thor,Rick Riordan 
3650,Lords and Ladies,Terry Pratchett
3651,"The Inkheart Trilogy: Inkheart, Inkspell, Inkdeath",Cornelia Funke 
3652,Awaken,Katie Kacvinsky 
3654,Nothing to Envy: Ordinary Lives in North Korea,Barbara Demick 
3655,The Bride,Julie Garwood 
3656,The Best of Roald Dahl,Roald Dahl
3659,Chosen at Nightfall,C.C. Hunter 
3660,Dog Days,Jeff Kinney 
3661,The Iron Trial,Holly Black 
3662,Private Peaceful,Michael Morpurgo
3663,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,James Bowen
3664,Seven Years in Tibet,Heinrich Harrer
3665,Clown Girl,Monica Drake 
3666,Johnny Tremain,Esther Forbes
3667,The Chamber,John Grisham 
3668,The Bronze Bow,Elizabeth George Speare
3669,"I Heart You, You Haunt Me",Lisa Schroeder 
3671,Beautiful Stranger,Christina Lauren 
3672,"The Long Way to a Small, Angry Planet",Becky Chambers
3673,Necronomicon: The Best Weird Tales,H.P. Lovecraft
3675,Memories of My Melancholy Whores,Gabriel García Márquez
3676,Midnight,Erin Hunter
3677,How to Be Popular,Meg Cabot 
3678,Don't Let's Go to the Dogs Tonight: An African Childhood,Alexandra Fuller
3679,Nefertiti,Michelle Moran 
3680,Because of Low,Abbi Glines 
3682,Captain's Fury,Jim Butcher 
3683,Snuff,Terry Pratchett
3684,Because of Mr. Terupt,Rob Buyea
3685,Between,Jessica Warman
3686,This Charming Man,Marian Keyes
3687,Glory in Death,J.D. Robb 
3690,Mr. Popper's Penguins,Richard Atwater
3691,Fear and Loathing on the Campaign Trail '72,Hunter S. Thompson
3692,This Boy's Life,Tobias Wolff
3693,Storm Glass,Maria V. Snyder 
3694,The Darkest Part of the Forest,Holly Black 
3695,Airman,Eoin Colfer
3697,The Traveler,John Twelve Hawks
3698,I'm Not Scared,Niccolò Ammaniti
3699,Autobiography of Red,Anne Carson
3700,In Too Deep,Jude Watson 
3702,Heretics of Dune,Frank Herbert
3703,The Last Straw,Jeff Kinney 
3704,The Fixer,Bernard Malamud
3705,The Revenge of Seven,Pittacus Lore
3706,The Vampire's Assistant,Darren Shan 
3707,Sepulchre,Kate Mosse
3708,Trout Fishing in America,Richard Brautigan
3711,Obernewtyn,Isobelle Carmody 
3712,Summer of My German Soldier,Bette Greene 
3713,Numbers,Rachel Ward 
3714,The Amazing Book Is Not on Fire,Dan Howell
3715,I Too Had a Love Story,Ravinder Singh
3716,Silence,Shūsaku Endō
3718,The Pigman,Paul Zindel
3719,Black House,Stephen King 
3720,Kushiel's Chosen,Jacqueline Carey 
3721,The Girl Next Door,Jack Ketchum
3722,Perfect Scoundrels,Ally Carter 
3723,The Second Summer of the Sisterhood,Ann Brashares
3724,Blackout,Connie Willis
3725,"The Hobbit, Part One",J.R.R. Tolkien
3727,As Sure as the Dawn,Francine Rivers 
3728,The Lowland,Jhumpa Lahiri
3729,Shadow of the Hegemon,Orson Scott Card
3730,The Wings of the Dove,Henry James
3731,Being Nikki,Meg Cabot 
3732,The Moor's Last Sigh,Salman Rushdie
3734,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,Bill Bryson
3735,The Last Hero,Terry Pratchett
3736,Dry,Augusten Burroughs 
3737,The Gifts of Imperfection,Brené Brown 
3738,The Story of a Seagull and the Cat Who Taught Her to Fly,Luis Sepúlveda
3739,Truthwitch,Susan Dennard 
3740,Just Mercy: A Story of Justice and Redemption,Bryan Stevenson
3741,Walking On Air,Catherine Anderson 
3742,Annie on My Mind,Nancy Garden
3743,The Mitford Years Boxed Set Volumes 1-6,Jan Karon
3744,Divine By Mistake,P.C. Cast 
3745,Dragon Bound,Thea Harrison 
3746,The Icewind Dale Trilogy Collector's Edition,R.A. Salvatore
3747,Veil of Midnight,Lara Adrian 
3748,Dewey: The Small-Town Library Cat Who Touched the World,Vicki Myron
3749,Wildwood,Colin Meloy
3750,The Perfect Game,J. Sterling 
3751,On the Genealogy of Morals / Ecce Homo,Friedrich Nietzsche
3752,Light a Penny Candle,Maeve Binchy
3753,Challenger Deep,Neal Shusterman 
3754,Jayber Crow,Wendell Berry
3755,The Brooklyn Follies,Paul Auster
3756,The Ground Beneath Her Feet,Salman Rushdie
3757,Please Ignore Vera Dietz,A.S. King 
3758,The Bonehunters,Steven Erikson 
3759,The Art of Hearing Heartbeats,Jan-Philipp Sendker 
3760,Beyond the Kingdoms,Chris Colfer
3762,Bright Side,Kim Holden 
3763,More Happy Than Not,Adam Silvera 
3764,Train Dreams,Denis Johnson
3765,Going After Cacciato,Tim O'Brien
3766,A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,David Foster Wallace
3767,Black Magic Sanction,Kim Harrison 
3768,The Possibility of an Island,Michel Houellebecq
3770,The Peach Keeper,Sarah Addison Allen 
3771,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb 
3772,The Paul Street Boys,Ferenc Molnár
3773,Rebel Belle,Rachel Hawkins 
3774,Juliet,Anne Fortier 
3775,Babbitt,Sinclair Lewis
3776,Little Town on the Prairie,Laura Ingalls Wilder
3777,Behind the Scenes at the Museum,Kate Atkinson
3778,Crazy Rich Asians,Kevin Kwan 
3779,The Heroes,Joe Abercrombie
3780,In the Night Garden,Catherynne M. Valente 
3781,King Solomon's Mines,H. Rider Haggard
3782,A Countess Below Stairs,Eva Ibbotson
3783,The Coldest Winter Ever,Sister Souljah
3784,That Hideous Strength,C.S. Lewis
3785,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",Bryan Lee O'Malley (Writer
3786,I Let You Go,Clare Mackintosh 
3787,Daniel Deronda,George Eliot
3788,Empire of the Sun,J.G. Ballard
3789,I Shall Wear Midnight,Terry Pratchett
3790,Kidnapped,Robert Louis Stevenson
3791,Stone of Farewell,Tad Williams 
3792,Emperor of Thorns,Mark Lawrence 
3793,Manuscript Found in Accra,Paulo Coelho 
3795,The Power of Your Subconscious Mind,Joseph Murphy
3796,The Raven King,Nora Sakavic 
3797,I Am That: Talks with Sri Nisargadatta Maharaj,Nisargadatta Maharaj
3798,The Man Who Laughs,Victor Hugo
3799,The Crown Conspiracy,Michael J. Sullivan 
3800,Ghostwritten,David Mitchell
3801,My Not So Perfect Life,Sophie Kinsella 
3802,The Power,Naomi Alderman 
3803,First Lord's Fury,Jim Butcher 
3804,Night Fall,Nelson DeMille 
3805,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!",Tony Robbins
3807,Staying Strong: 365 Days a Year,Demi Lovato
3808,The Inheritance of Loss,Kiran Desai
3809,The Selection Stories: The Prince & The Guard,Kiera Cass 
3810,Truly Madly Guilty,Liane Moriarty 
3811,Secret Daughter,Shilpi Somaya Gowda 
3812,Who's Afraid of Virginia Woolf?,Edward Albee
3813,Fallen in Love,Lauren Kate 
3814,Desire Unchained,Larissa Ione 
3815,"It Ain't Me, Babe",Tillie Cole 
3816,War Storm,Victoria Aveyard 
3817,You Will Know Me,Megan Abbott 
3818,Whispers at Moonrise,C.C. Hunter 
3819,The Lonely Hearts Club,Elizabeth Eulberg 
3820,Nothing,Janne Teller
3822,High Five,Janet Evanovich 
3823,The Last Don,Mario Puzo
3824,The Gambler,Fyodor Dostoyevsky
3825,The Good Soldier,Ford Madox Ford
3826,Gregor and the Code of Claw,Suzanne Collins
3827,Triptych,Karin Slaughter 
3828,Selling Scarlett,Ella James 
3829,Tales from a Not-So-Fabulous Life,Rachel Renée Russell 
3830,Just One Drop,Quinn Loftis 
3832,The Hazel Wood,Melissa Albert 
3833,Jasper Jones,Craig Silvey 
3835,The House of Sleep,Jonathan Coe 
3836,Fractured,Karin Slaughter 
3837,Everneath,Brodi Ashton 
3838,Last Breath,Rachel Caine 
3839,The Desert Spear,Peter V. Brett 
3840,Heir to the Shadows,Anne Bishop
3841,The Runaway King,Jennifer A. Nielsen 
3842,Emblaze,Jessica Shirvington 
3843,The Butterfly Garden,Dot Hutchison
3844,Flawless,Sara Shepard 
3845,Ashes of Midnight,Lara Adrian 
3846,The Door Within,Wayne Thomas Batson 
3847,Lord Brocktree,Brian Jacques
3848,The Edge of Always,J.A. Redmerski 
3849,The Last Continent,Terry Pratchett
3850,A Long Way Down,Nick Hornby
3851,"Wind, Sand and Stars",Antoine de Saint-Exupéry
3852,China Rich Girlfriend,Kevin Kwan 
3853,"Tsubasa: RESERVoir CHRoNiCLE, Vol. 1",CLAMP
3854,Skeleton Crew,Stephen King 
3855,"If You're Reading This, It's Too Late",Pseudonymous Bosch 
3856,Bunnicula,Deborah Howe
3858,The Teachings of Don Juan: A Yaqui Way of Knowledge,Carlos Castañeda
3859,The Novice,Taran Matharu 
3860,Wish You Well,David Baldacci 
3861,Kisses from Katie,Katie Davis
3863,Saturday,Ian McEwan
3864,Small Island,Andrea Levy
3865,Ben-Hur: A Tale of the Christ,Lew Wallace
3866,Black: The Birth of Evil,Ted Dekker 
3867,The Anti-Christ,Friedrich Nietzsche
3868,Gemina,Amie Kaufman 
3869,Taltos,Anne Rice
3870,1st to Die,James Patterson 
3871,The Winner's Kiss,Marie Rutkoski 
3872,Eleven on Top,Janet Evanovich 
3873,Blue is for Nightmares,Laurie Faria Stolarz 
3874,The View from Saturday,E.L. Konigsburg
3875,Kokoro,Natsume Sōseki
3876,The Bastard of Istanbul,Elif Shafak 
3877,Quintana of Charyn,Melina Marchetta 
3879,The Upside of Unrequited,Becky Albertalli 
3880,We Are Okay,Nina LaCour 
3881,The Harlequin,Laurell K. Hamilton 
3882,To Your Scattered Bodies Go,Philip José Farmer
3883,One for the Murphys,Lynda Mullaly Hunt 
3884,The Importance of Being Earnest and Other Plays,Oscar Wilde
3885,I Served the King of England,Bohumil Hrabal
3886,Yes Please,Amy Poehler
3887,The Clique,Lisi Harrison 
3888,Valiant,Laurann Dohner
3889,The New Drawing on the Right Side of the Brain,Betty Edwards
3890,The Duke and I,Julia Quinn 
3891,The Poetic Edda,Unknown
3892,The Midnight Star,Marie Lu 
3893,Naïve. Super,Erlend Loe
3894,Train to Pakistan,Khushwant Singh
3895,The Uglies Trilogy,Scott Westerfeld 
3896,The Vincent Boys,Abbi Glines 
3897,Rules of Civility,Amor Towles 
3898,Feral Sins,Suzanne Wright 
3899,Pawn in Frankincense,Dorothy Dunnett
3900,The Dice Man,Luke Rhinehart
3901,"Black Butler, Vol. 1",Yana Toboso
3902,The Art of Being Normal,Lisa Williamson 
3903,Astrophysics for People in a Hurry,Neil deGrasse Tyson 
3905,To the Nines,Janet Evanovich 
3906,Three Dark Crowns,Kendare Blake 
3907,Death Bringer,Derek Landy
3908,The Kindly Ones,Neil Gaiman 
3909,Lord of the Fading Lands,C.L. Wilson 
3910,Taken at Dusk,C.C. Hunter 
3911,The Girl You Left Behind,Jojo Moyes 
3913,The 4-Hour Workweek,Timothy Ferriss 
3914,The Winter Rose,Jennifer Donnelly 
3915,The Little White Horse,Elizabeth Goudge
3916,Lord of Scoundrels,Loretta Chase
3917,A Lick of Frost,Laurell K. Hamilton 
3918,Teen Idol,Meg Cabot 
3919,Cursor's Fury,Jim Butcher 
3921,The Forgotten Soldier,Guy Sajer
3922,Thanks for the Memories,Cecelia Ahern
3923,Dragonlance Chronicles,Margaret Weis 
3924,Fury,Laurann Dohner
3925,Chinese Cinderella: The True Story of an Unwanted Daughter,Adeline Yen Mah
3926,A Stroke of Midnight,Laurell K. Hamilton 
3927,Inés of My Soul,Isabel Allende 
3929,How I Live Now,Meg Rosoff 
3930,Sookie Stackhouse 7-copy Boxed Set,Charlaine Harris 
3931,Blood Rites,Jim Butcher 
3932,Dark Side of the Moon,Sherrilyn Kenyon 
3933,Creatura,Nely Cab 
3934,Lockdown,Alexander Gordon Smith 
3941,Moneyball: The Art of Winning an Unfair Game,Michael Lewis
3944,The Old Curiosity Shop,Charles Dickens
3946,Nothing Lasts Forever,Sidney Sheldon
3947,Lysistrata,Aristophanes
